College Name,District,Type,Branch,Category,Min Percentage (%),Approx Annual Fees,Hostel Facility,Hostel Fee
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Mechanical Engineering,NT-B,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Mechanical Engineering,NT-C,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Mechanical Engineering,NT-D,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Mechanical Engineering,VJ/DT,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Mechanical Engineering,TFWS,74.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,OPEN,69.0,"₹68,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,OBC,65.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,SC,59.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,ST,51.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,EWS,67.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,NT-A,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,NT-B,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,NT-C,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,NT-D,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,VJ/DT,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Civil Engineering,TFWS,74.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,OPEN,69.0,"₹68,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,OBC,65.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,SC,59.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,ST,51.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,EWS,67.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,NT-A,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,NT-B,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,NT-C,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,NT-D,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,VJ/DT,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Chemical Engineering,TFWS,74.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,OPEN,69.0,"₹68,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,OBC,65.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,SC,59.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,ST,51.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,EWS,67.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,NT-A,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,NT-B,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,NT-C,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,NT-D,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,VJ/DT,62.0,"₹34,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"AISSMS Polytechnic, Pune",Pune,Private (Un-Aided),Automobile Engineering,TFWS,74.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹55,000 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,OPEN,83.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,OBC,79.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,SC,73.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,ST,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,EWS,81.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,NT-A,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,NT-B,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,NT-C,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,NT-D,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,VJ/DT,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Computer Engineering,TFWS,88.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,OPEN,81.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,OBC,77.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,SC,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,ST,63.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,EWS,79.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,NT-A,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,NT-B,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,NT-C,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,NT-D,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,VJ/DT,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Information Technology,TFWS,86.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,OPEN,81.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,OBC,77.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,SC,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,ST,63.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,EWS,79.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,NT-A,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,NT-B,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,NT-C,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,NT-D,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,VJ/DT,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Artificial Intelligence & Data Science,TFWS,86.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,OPEN,77.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,OBC,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,SC,67.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,ST,59.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,EWS,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,NT-A,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,NT-B,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,NT-C,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,NT-D,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,VJ/DT,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electronics & Telecommunication,TFWS,82.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,OPEN,77.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,OBC,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,SC,67.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,ST,59.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,EWS,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,NT-A,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,NT-B,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,NT-C,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,NT-D,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,VJ/DT,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Electrical Engineering,TFWS,82.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,OPEN,75.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,OBC,71.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,SC,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,ST,57.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,EWS,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,NT-A,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,NT-B,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,NT-C,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,NT-D,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,VJ/DT,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Mechanical Engineering,TFWS,80.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,OPEN,75.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,OBC,71.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,SC,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,ST,57.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,EWS,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,NT-A,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,NT-B,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,NT-C,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,NT-D,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,VJ/DT,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Civil Engineering,TFWS,80.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,OPEN,75.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,OBC,71.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,SC,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,ST,57.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,EWS,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,NT-A,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,NT-B,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,NT-C,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,NT-D,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,VJ/DT,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Chemical Engineering,TFWS,80.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,OPEN,75.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,OBC,71.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,SC,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,ST,57.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,EWS,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,NT-A,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,NT-B,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,NT-C,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,NT-D,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,VJ/DT,68.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,Government,Automobile Engineering,TFWS,80.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,OPEN,81.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,OBC,77.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,SC,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,ST,63.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,EWS,79.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,NT-A,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,NT-B,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,NT-C,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,NT-D,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,VJ/DT,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Computer Engineering,TFWS,86.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Information Technology,OPEN,79.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nashik",Nashik,Government,Information Technology,OBC,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
